filepath,label
data/train\disgust\Training_85412014.jpg,disgust
data/train\disgust\Training_85690881.jpg,disgust
data/train\disgust\Training_85767348.jpg,disgust
data/train\disgust\Training_85886105.jpg,disgust
data/train\disgust\Training_86653280.jpg,disgust
data/train\disgust\Training_86866482.jpg,disgust
data/train\disgust\Training_87032685.jpg,disgust
data/train\disgust\Training_87371135.jpg,disgust
data/train\disgust\Training_87756852.jpg,disgust
data/train\disgust\Training_87899581.jpg,disgust
data/train\disgust\Training_8819454.jpg,disgust
data/train\disgust\Training_8819879.jpg,disgust
data/train\disgust\Training_88435647.jpg,disgust
data/train\disgust\Training_88580213.jpg,disgust
data/train\disgust\Training_89094363.jpg,disgust
data/train\disgust\Training_8937293.jpg,disgust
data/train\disgust\Training_89374221.jpg,disgust
data/train\disgust\Training_89701855.jpg,disgust
data/train\disgust\Training_90061714.jpg,disgust
data/train\disgust\Training_90106899.jpg,disgust
data/train\disgust\Training_90401180.jpg,disgust
data/train\disgust\Training_91127589.jpg,disgust
data/train\disgust\Training_91179471.jpg,disgust
data/train\disgust\Training_91485821.jpg,disgust
data/train\disgust\Training_91698666.jpg,disgust
data/train\disgust\Training_92118201.jpg,disgust
data/train\disgust\Training_92542568.jpg,disgust
data/train\disgust\Training_92587210.jpg,disgust
data/train\disgust\Training_92867053.jpg,disgust
data/train\disgust\Training_92872071.jpg,disgust
data/train\disgust\Training_92886088.jpg,disgust
data/train\disgust\Training_93159835.jpg,disgust
data/train\disgust\Training_93510905.jpg,disgust
data/train\disgust\Training_93689671.jpg,disgust
data/train\disgust\Training_93703215.jpg,disgust
data/train\disgust\Training_94043084.jpg,disgust
data/train\disgust\Training_94080399.jpg,disgust
data/train\disgust\Training_94109747.jpg,disgust
data/train\disgust\Training_94719060.jpg,disgust
data/train\disgust\Training_94788538.jpg,disgust
data/train\disgust\Training_95344687.jpg,disgust
data/train\disgust\Training_9567515.jpg,disgust
data/train\disgust\Training_96016286.jpg,disgust
data/train\disgust\Training_96155311.jpg,disgust
data/train\disgust\Training_96156747.jpg,disgust
data/train\disgust\Training_96306068.jpg,disgust
data/train\disgust\Training_96356478.jpg,disgust
data/train\disgust\Training_96544137.jpg,disgust
data/train\disgust\Training_96642479.jpg,disgust
data/train\disgust\Training_96698508.jpg,disgust
data/train\disgust\Training_96734926.jpg,disgust
data/train\disgust\Training_96754089.jpg,disgust
data/train\disgust\Training_96859053.jpg,disgust
data/train\disgust\Training_97257456.jpg,disgust
data/train\disgust\Training_97638867.jpg,disgust
data/train\disgust\Training_97690817.jpg,disgust
data/train\disgust\Training_97741852.jpg,disgust
data/train\disgust\Training_98010375.jpg,disgust
data/train\disgust\Training_98173595.jpg,disgust
data/train\disgust\Training_98334760.jpg,disgust
data/train\disgust\Training_98416381.jpg,disgust
data/train\disgust\Training_98630355.jpg,disgust
data/train\disgust\Training_98684716.jpg,disgust
data/train\disgust\Training_98917043.jpg,disgust
data/train\disgust\Training_99044827.jpg,disgust
data/train\disgust\Training_99142151.jpg,disgust
data/train\disgust\Training_9948239.jpg,disgust
data/train\disgust\Training_99747227.jpg,disgust
data/train\disgust\Training_99947220.jpg,disgust
data/train\fear\aug_0_0.jpeg,fear
data/train\fear\aug_0_1000.jpeg,fear
data/train\fear\aug_0_1003.jpeg,fear
data/train\fear\aug_0_1006.jpeg,fear
data/train\fear\aug_0_1010.jpeg,fear
data/train\fear\aug_0_1013.jpeg,fear
data/train\fear\aug_0_1015.jpeg,fear
data/train\fear\aug_0_1019.jpeg,fear
data/train\fear\aug_0_102.jpeg,fear
data/train\fear\aug_0_1024.jpeg,fear
data/train\fear\aug_0_1025.jpeg,fear
data/train\fear\aug_0_1027.jpeg,fear
data/train\fear\aug_0_1028.jpeg,fear
data/train\fear\aug_0_1029.jpeg,fear
data/train\fear\aug_0_104.jpeg,fear
data/train\fear\aug_0_1045.jpeg,fear
data/train\fear\aug_0_1046.jpeg,fear
data/train\fear\aug_0_1049.jpeg,fear
data/train\fear\aug_0_105.jpeg,fear
data/train\fear\aug_0_1050.jpeg,fear
data/train\fear\aug_0_1051.jpeg,fear
data/train\fear\aug_0_1054.jpeg,fear
data/train\fear\aug_0_1055.jpeg,fear
data/train\fear\aug_0_1059.jpeg,fear
data/train\fear\aug_0_1065.jpeg,fear
data/train\fear\aug_0_1066.jpeg,fear
data/train\fear\aug_0_107.jpeg,fear
data/train\fear\aug_0_1075.jpeg,fear
data/train\fear\aug_0_1076.jpeg,fear
data/train\fear\aug_0_1079.jpeg,fear
data/train\fear\aug_0_1082.jpeg,fear
data/train\fear\aug_0_1083.jpeg,fear
data/train\fear\aug_0_1084.jpeg,fear
data/train\fear\aug_0_1094.jpeg,fear
data/train\fear\aug_0_1096.jpeg,fear
data/train\fear\aug_0_1098.jpeg,fear
data/train\fear\aug_0_110.jpeg,fear
data/train\fear\aug_0_1100.jpeg,fear
data/train\fear\aug_0_1103.jpeg,fear
data/train\fear\aug_0_1105.jpeg,fear
data/train\fear\aug_0_111.jpeg,fear
data/train\fear\aug_0_1120.jpeg,fear
data/train\fear\aug_0_1122.jpeg,fear
data/train\fear\aug_0_1132.jpeg,fear
data/train\fear\aug_0_1148.jpeg,fear
data/train\fear\aug_0_115.jpeg,fear
data/train\fear\aug_0_1150.jpeg,fear
data/train\fear\aug_0_1155.jpeg,fear
data/train\fear\aug_0_1157.jpeg,fear
data/train\fear\aug_0_1159.jpeg,fear
data/train\fear\aug_0_1160.jpeg,fear
data/train\fear\aug_0_1161.jpeg,fear
data/train\fear\aug_0_1170.jpeg,fear
data/train\fear\aug_0_1175.jpeg,fear
data/train\fear\aug_0_1178.jpeg,fear
data/train\fear\aug_0_1183.jpeg,fear
data/train\fear\aug_0_1187.jpeg,fear
data/train\fear\aug_0_119.jpeg,fear
data/train\fear\aug_0_1192.jpeg,fear
data/train\fear\aug_0_1194.jpeg,fear
data/train\fear\aug_0_1198.jpeg,fear
data/train\fear\aug_0_1206.jpeg,fear
data/train\fear\aug_0_1208.jpeg,fear
data/train\fear\aug_0_1209.jpeg,fear
data/train\fear\aug_0_121.jpeg,fear
data/train\fear\aug_0_1215.jpeg,fear
data/train\fear\aug_0_1216.jpeg,fear
data/train\fear\aug_0_122.jpeg,fear
data/train\fear\aug_0_1229.jpeg,fear
data/train\fear\aug_0_1231.jpeg,fear
data/train\fear\aug_0_1235.jpeg,fear
data/train\fear\aug_0_1241.jpeg,fear
data/train\fear\aug_0_1242.jpeg,fear
data/train\fear\aug_0_1244.jpeg,fear
data/train\fear\aug_0_1252.jpeg,fear
data/train\fear\aug_0_1258.jpeg,fear
data/train\fear\aug_0_1259.jpeg,fear
data/train\fear\aug_0_1261.jpeg,fear
data/train\fear\aug_0_1262.jpeg,fear
data/train\fear\aug_0_1263.jpeg,fear
data/train\fear\aug_0_1264.jpeg,fear
data/train\fear\aug_0_1267.jpeg,fear
data/train\fear\aug_0_127.jpeg,fear
data/train\fear\aug_0_1270.jpeg,fear
data/train\fear\aug_0_1271.jpeg,fear
data/train\fear\aug_0_1273.jpeg,fear
data/train\fear\aug_0_1275.jpeg,fear
data/train\fear\aug_0_1276.jpeg,fear
data/train\fear\aug_0_1279.jpeg,fear
data/train\fear\aug_0_128.jpeg,fear
data/train\fear\aug_0_1284.jpeg,fear
data/train\fear\aug_0_1285.jpeg,fear
data/train\fear\aug_0_1287.jpeg,fear
data/train\fear\aug_0_129.jpeg,fear
data/train\fear\aug_0_1292.jpeg,fear
data/train\fear\aug_0_1302.jpeg,fear
data/train\fear\aug_0_1305.jpeg,fear
data/train\fear\aug_0_1310.jpeg,fear
data/train\fear\aug_0_1311.jpeg,fear
data/train\fear\aug_0_1312.jpeg,fear
data/train\fear\aug_0_1313.jpeg,fear
data/train\fear\aug_0_1315.jpeg,fear
data/train\fear\aug_0_1317.jpeg,fear
data/train\fear\aug_0_1318.jpeg,fear
data/train\fear\aug_0_132.jpeg,fear
data/train\fear\aug_0_1320.jpeg,fear
data/train\fear\aug_0_1325.jpeg,fear
data/train\fear\aug_0_1326.jpeg,fear
data/train\fear\aug_0_133.jpeg,fear
data/train\fear\aug_0_1332.jpeg,fear
data/train\fear\aug_0_1334.jpeg,fear
data/train\fear\aug_0_1337.jpeg,fear
data/train\fear\aug_0_1338.jpeg,fear
data/train\fear\aug_0_1349.jpeg,fear
data/train\fear\aug_0_135.jpeg,fear
data/train\fear\aug_0_1351.jpeg,fear
data/train\fear\aug_0_1361.jpeg,fear
data/train\fear\aug_0_1363.jpeg,fear
data/train\fear\aug_0_1366.jpeg,fear
data/train\fear\aug_0_1372.jpeg,fear
data/train\fear\aug_0_1373.jpeg,fear
data/train\fear\aug_0_1374.jpeg,fear
data/train\fear\aug_0_1383.jpeg,fear
data/train\fear\aug_0_1388.jpeg,fear
data/train\fear\aug_0_1391.jpeg,fear
data/train\fear\aug_0_1394.jpeg,fear
data/train\fear\aug_0_1397.jpeg,fear
data/train\fear\aug_0_1398.jpeg,fear
data/train\fear\aug_0_1400.jpeg,fear
data/train\fear\aug_0_1402.jpeg,fear
data/train\fear\aug_0_1403.jpeg,fear
data/train\fear\aug_0_1406.jpeg,fear
data/train\fear\aug_0_1409.jpeg,fear
data/train\fear\aug_0_1413.jpeg,fear
data/train\fear\aug_0_1414.jpeg,fear
data/train\fear\aug_0_1417.jpeg,fear
data/train\fear\aug_0_1418.jpeg,fear
data/train\fear\aug_0_1428.jpeg,fear
data/train\fear\aug_0_1432.jpeg,fear
data/train\fear\aug_0_1434.jpeg,fear
data/train\fear\aug_0_1436.jpeg,fear
data/train\fear\aug_0_1438.jpeg,fear
data/train\fear\aug_0_1439.jpeg,fear
data/train\fear\aug_0_144.jpeg,fear
data/train\fear\aug_0_1442.jpeg,fear
data/train\fear\aug_0_1445.jpeg,fear
data/train\fear\aug_0_1450.jpeg,fear
data/train\fear\aug_0_1451.jpeg,fear
data/train\fear\aug_0_1457.jpeg,fear
data/train\fear\aug_0_1458.jpeg,fear
data/train\fear\aug_0_1470.jpeg,fear
data/train\fear\aug_0_1474.jpeg,fear
data/train\fear\aug_0_1483.jpeg,fear
data/train\fear\aug_0_1485.jpeg,fear
data/train\fear\aug_0_1495.jpeg,fear
data/train\fear\aug_0_1496.jpeg,fear
data/train\fear\aug_0_1500.jpeg,fear
data/train\fear\aug_0_1501.jpeg,fear
data/train\fear\aug_0_1504.jpeg,fear
data/train\fear\aug_0_1507.jpeg,fear
data/train\fear\aug_0_1509.jpeg,fear
data/train\fear\aug_0_151.jpeg,fear
data/train\fear\aug_0_1512.jpeg,fear
data/train\fear\aug_0_1513.jpeg,fear
data/train\fear\aug_0_1515.jpeg,fear
data/train\fear\aug_0_1523.jpeg,fear
data/train\fear\aug_0_1528.jpeg,fear
data/train\fear\aug_0_1529.jpeg,fear
data/train\fear\aug_0_1531.jpeg,fear
data/train\fear\aug_0_1535.jpeg,fear
data/train\fear\aug_0_1538.jpeg,fear
data/train\fear\aug_0_1542.jpeg,fear
data/train\fear\aug_0_1543.jpeg,fear
data/train\fear\aug_0_1548.jpeg,fear
data/train\fear\aug_0_1551.jpeg,fear
data/train\fear\aug_0_1552.jpeg,fear
data/train\fear\aug_0_1556.jpeg,fear
data/train\fear\aug_0_1562.jpeg,fear
data/train\fear\aug_0_1567.jpeg,fear
data/train\fear\aug_0_157.jpeg,fear
data/train\fear\aug_0_1573.jpeg,fear
data/train\fear\aug_0_1575.jpeg,fear
data/train\fear\aug_0_1580.jpeg,fear
data/train\fear\aug_0_1583.jpeg,fear
data/train\fear\aug_0_1585.jpeg,fear
data/train\fear\aug_0_1589.jpeg,fear
data/train\fear\aug_0_1590.jpeg,fear
data/train\fear\aug_0_1595.jpeg,fear
data/train\fear\aug_0_1597.jpeg,fear
data/train\fear\aug_0_1598.jpeg,fear
data/train\fear\aug_0_1599.jpeg,fear
data/train\fear\aug_0_1600.jpeg,fear
data/train\fear\aug_0_1617.jpeg,fear
data/train\fear\aug_0_1618.jpeg,fear
data/train\fear\aug_0_162.jpeg,fear
data/train\fear\aug_0_1620.jpeg,fear
data/train\fear\aug_0_1621.jpeg,fear
data/train\fear\aug_0_1626.jpeg,fear
data/train\fear\aug_0_163.jpeg,fear
data/train\fear\aug_0_1641.jpeg,fear
data/train\fear\aug_0_1642.jpeg,fear
data/train\fear\aug_0_1646.jpeg,fear
data/train\fear\aug_0_1649.jpeg,fear
data/train\fear\aug_0_165.jpeg,fear
data/train\fear\aug_0_1652.jpeg,fear
data/train\fear\aug_0_1658.jpeg,fear
data/train\fear\aug_0_1663.jpeg,fear
data/train\fear\aug_0_1667.jpeg,fear
data/train\fear\aug_0_1669.jpeg,fear
data/train\fear\aug_0_1671.jpeg,fear
data/train\fear\aug_0_1677.jpeg,fear
data/train\fear\aug_0_1680.jpeg,fear
data/train\fear\aug_0_1685.jpeg,fear
data/train\fear\aug_0_1686.jpeg,fear
data/train\fear\aug_0_1689.jpeg,fear
data/train\fear\aug_0_169.jpeg,fear
data/train\fear\aug_0_1690.jpeg,fear
data/train\fear\aug_0_1691.jpeg,fear
data/train\fear\aug_0_1692.jpeg,fear
data/train\fear\aug_0_1694.jpeg,fear
data/train\fear\aug_0_1696.jpeg,fear
data/train\fear\aug_0_170.jpeg,fear
data/train\fear\aug_0_1703.jpeg,fear
data/train\fear\aug_0_1705.jpeg,fear
data/train\fear\aug_0_1709.jpeg,fear
data/train\fear\aug_0_1711.jpeg,fear
data/train\fear\aug_0_1714.jpeg,fear
data/train\fear\aug_0_172.jpeg,fear
data/train\fear\aug_0_1722.jpeg,fear
data/train\fear\aug_0_1725.jpeg,fear
data/train\fear\aug_0_1735.jpeg,fear
data/train\fear\aug_0_174.jpeg,fear
data/train\fear\aug_0_1741.jpeg,fear
data/train\fear\aug_0_1744.jpeg,fear
data/train\fear\aug_0_1755.jpeg,fear
data/train\fear\aug_0_1766.jpeg,fear
data/train\fear\aug_0_1767.jpeg,fear
data/train\fear\aug_0_1768.jpeg,fear
data/train\fear\aug_0_177.jpeg,fear
data/train\fear\aug_0_1776.jpeg,fear
data/train\fear\aug_0_1784.jpeg,fear
data/train\fear\aug_0_1786.jpeg,fear
data/train\fear\aug_0_1788.jpeg,fear
data/train\fear\aug_0_1795.jpeg,fear
data/train\fear\aug_0_1800.jpeg,fear
data/train\fear\aug_0_1801.jpeg,fear
data/train\fear\aug_0_1803.jpeg,fear
data/train\fear\aug_0_1805.jpeg,fear
data/train\fear\aug_0_1814.jpeg,fear
data/train\fear\aug_0_1815.jpeg,fear
data/train\fear\aug_0_1817.jpeg,fear
data/train\fear\aug_0_1818.jpeg,fear
data/train\fear\aug_0_1819.jpeg,fear
data/train\fear\aug_0_1823.jpeg,fear
data/train\fear\aug_0_1826.jpeg,fear
data/train\fear\aug_0_1832.jpeg,fear
data/train\fear\aug_0_1834.jpeg,fear
data/train\fear\aug_0_1837.jpeg,fear
data/train\fear\aug_0_184.jpeg,fear
data/train\fear\aug_0_1840.jpeg,fear
data/train\fear\aug_0_1851.jpeg,fear
data/train\fear\aug_0_1854.jpeg,fear
data/train\fear\aug_0_1858.jpeg,fear
data/train\fear\aug_0_1863.jpeg,fear
data/train\fear\aug_0_1864.jpeg,fear
data/train\fear\aug_0_1866.jpeg,fear
data/train\fear\aug_0_1877.jpeg,fear
data/train\fear\aug_0_1881.jpeg,fear
data/train\fear\aug_0_1883.jpeg,fear
data/train\fear\aug_0_1886.jpeg,fear
data/train\fear\aug_0_1888.jpeg,fear
data/train\fear\aug_0_1889.jpeg,fear
data/train\fear\aug_0_1891.jpeg,fear
data/train\fear\aug_0_1898.jpeg,fear
data/train\fear\aug_0_1899.jpeg,fear
data/train\fear\aug_0_1905.jpeg,fear
data/train\fear\aug_0_1906.jpeg,fear
data/train\fear\aug_0_1907.jpeg,fear
data/train\fear\aug_0_1911.jpeg,fear
data/train\fear\aug_0_1912.jpeg,fear
data/train\fear\aug_0_1913.jpeg,fear
data/train\fear\aug_0_1916.jpeg,fear
data/train\fear\aug_0_192.jpeg,fear
data/train\fear\aug_0_1925.jpeg,fear
data/train\fear\aug_0_1928.jpeg,fear
data/train\fear\aug_0_1929.jpeg,fear
data/train\fear\aug_0_1933.jpeg,fear
data/train\fear\aug_0_1934.jpeg,fear
data/train\fear\aug_0_1935.jpeg,fear
data/train\fear\aug_0_1939.jpeg,fear
data/train\fear\aug_0_194.jpeg,fear
data/train\fear\aug_0_1941.jpeg,fear
data/train\fear\aug_0_1942.jpeg,fear
data/train\fear\aug_0_1943.jpeg,fear
data/train\fear\aug_0_1947.jpeg,fear
data/train\fear\aug_0_1949.jpeg,fear
data/train\fear\aug_0_195.jpeg,fear
data/train\fear\aug_0_1951.jpeg,fear
data/train\fear\aug_0_1952.jpeg,fear
data/train\fear\aug_0_1954.jpeg,fear
data/train\fear\aug_0_1958.jpeg,fear
data/train\fear\aug_0_1964.jpeg,fear
data/train\fear\aug_0_1974.jpeg,fear
data/train\fear\aug_0_1978.jpeg,fear
data/train\fear\aug_0_1981.jpeg,fear
data/train\fear\aug_0_1989.jpeg,fear
data/train\fear\aug_0_1990.jpeg,fear
data/train\fear\aug_0_1994.jpeg,fear
data/train\fear\aug_0_1995.jpeg,fear
data/train\fear\aug_0_1997.jpeg,fear
data/train\fear\aug_0_2001.jpeg,fear
data/train\fear\aug_0_2006.jpeg,fear
data/train\fear\aug_0_2013.jpeg,fear
data/train\fear\aug_0_2015.jpeg,fear
data/train\fear\aug_0_2018.jpeg,fear
data/train\fear\aug_0_202.jpeg,fear
data/train\fear\aug_0_2022.jpeg,fear
data/train\fear\aug_0_2024.jpeg,fear
data/train\fear\aug_0_2026.jpeg,fear
data/train\fear\aug_0_2028.jpeg,fear
data/train\fear\aug_0_2032.jpeg,fear
data/train\fear\aug_0_2033.jpeg,fear
data/train\fear\aug_0_2036.jpeg,fear
data/train\fear\aug_0_2045.jpeg,fear
data/train\fear\aug_0_2049.jpeg,fear
data/train\fear\aug_0_2058.jpeg,fear
data/train\fear\aug_0_2062.jpeg,fear
data/train\fear\aug_0_2065.jpeg,fear
data/train\fear\aug_0_2066.jpeg,fear
data/train\fear\aug_0_2075.jpeg,fear
data/train\fear\aug_0_2077.jpeg,fear
data/train\fear\aug_0_2085.jpeg,fear
data/train\fear\aug_0_2094.jpeg,fear
data/train\fear\aug_0_2103.jpeg,fear
data/train\fear\aug_0_2105.jpeg,fear
data/train\fear\aug_0_2106.jpeg,fear
data/train\fear\aug_0_2107.jpeg,fear
data/train\fear\aug_0_2108.jpeg,fear
data/train\fear\aug_0_2113.jpeg,fear
data/train\fear\aug_0_2114.jpeg,fear
data/train\fear\aug_0_2118.jpeg,fear
data/train\fear\aug_0_2129.jpeg,fear
data/train\fear\aug_0_2130.jpeg,fear
data/train\fear\aug_0_2134.jpeg,fear
data/train\fear\aug_0_2135.jpeg,fear
data/train\fear\aug_0_2137.jpeg,fear
data/train\fear\aug_0_2139.jpeg,fear
data/train\fear\aug_0_214.jpeg,fear
data/train\fear\aug_0_2142.jpeg,fear
data/train\fear\aug_0_2150.jpeg,fear
data/train\fear\aug_0_2152.jpeg,fear
data/train\fear\aug_0_2155.jpeg,fear
data/train\fear\aug_0_2156.jpeg,fear
data/train\fear\aug_0_2158.jpeg,fear
data/train\fear\aug_0_2160.jpeg,fear
data/train\fear\aug_0_2166.jpeg,fear
data/train\fear\aug_0_2167.jpeg,fear
data/train\fear\aug_0_2172.jpeg,fear
data/train\fear\aug_0_2175.jpeg,fear
data/train\fear\aug_0_2176.jpeg,fear
data/train\fear\aug_0_2192.jpeg,fear
data/train\fear\aug_0_2193.jpeg,fear
data/train\fear\aug_0_2194.jpeg,fear
data/train\fear\aug_0_2196.jpeg,fear
data/train\fear\aug_0_2197.jpeg,fear
data/train\fear\aug_0_22.jpeg,fear
data/train\fear\aug_0_220.jpeg,fear
data/train\fear\aug_0_2200.jpeg,fear
data/train\fear\aug_0_2202.jpeg,fear
data/train\fear\aug_0_2206.jpeg,fear
data/train\fear\aug_0_2207.jpeg,fear
data/train\fear\aug_0_2208.jpeg,fear
data/train\fear\aug_0_2209.jpeg,fear
data/train\fear\aug_0_2211.jpeg,fear
data/train\fear\aug_0_2223.jpeg,fear
data/train\fear\aug_0_2229.jpeg,fear
data/train\fear\aug_0_2230.jpeg,fear
data/train\fear\aug_0_2235.jpeg,fear
data/train\fear\aug_0_2237.jpeg,fear
data/train\fear\aug_0_224.jpeg,fear
data/train\fear\aug_0_2240.jpeg,fear
data/train\fear\aug_0_2258.jpeg,fear
data/train\fear\aug_0_2259.jpeg,fear
data/train\fear\aug_0_2261.jpeg,fear
data/train\fear\aug_0_2264.jpeg,fear
data/train\fear\aug_0_2265.jpeg,fear
data/train\fear\aug_0_2268.jpeg,fear
data/train\fear\aug_0_227.jpeg,fear
data/train\fear\aug_0_2273.jpeg,fear
data/train\fear\aug_0_2275.jpeg,fear
data/train\fear\aug_0_2283.jpeg,fear
data/train\fear\aug_0_2288.jpeg,fear
data/train\fear\aug_0_2289.jpeg,fear
data/train\fear\aug_0_229.jpeg,fear
data/train\fear\aug_0_2294.jpeg,fear
data/train\fear\aug_0_2295.jpeg,fear
data/train\fear\aug_0_2296.jpeg,fear
data/train\fear\aug_0_2299.jpeg,fear
data/train\fear\aug_0_23.jpeg,fear
data/train\fear\aug_0_2304.jpeg,fear
data/train\fear\aug_0_2307.jpeg,fear
data/train\fear\aug_0_2311.jpeg,fear
data/train\fear\aug_0_2317.jpeg,fear
data/train\fear\aug_0_2319.jpeg,fear
data/train\fear\aug_0_2322.jpeg,fear
data/train\fear\aug_0_2324.jpeg,fear
data/train\fear\aug_0_2325.jpeg,fear
data/train\fear\aug_0_2326.jpeg,fear
data/train\fear\aug_0_2327.jpeg,fear
data/train\fear\aug_0_2336.jpeg,fear
data/train\fear\aug_0_2342.jpeg,fear
data/train\fear\aug_0_2343.jpeg,fear
data/train\fear\aug_0_2344.jpeg,fear
data/train\fear\aug_0_235.jpeg,fear
data/train\fear\aug_0_2352.jpeg,fear
data/train\fear\aug_0_2356.jpeg,fear
data/train\fear\aug_0_2357.jpeg,fear
data/train\fear\aug_0_2362.jpeg,fear
data/train\fear\aug_0_2363.jpeg,fear
data/train\fear\aug_0_2368.jpeg,fear
data/train\fear\aug_0_2370.jpeg,fear
data/train\fear\aug_0_2377.jpeg,fear
data/train\fear\aug_0_2378.jpeg,fear
data/train\fear\aug_0_2379.jpeg,fear
data/train\fear\aug_0_2381.jpeg,fear
data/train\fear\aug_0_2386.jpeg,fear
data/train\fear\aug_0_2389.jpeg,fear
data/train\fear\aug_0_2390.jpeg,fear
data/train\fear\aug_0_2393.jpeg,fear
data/train\fear\aug_0_2396.jpeg,fear
data/train\fear\aug_0_2403.jpeg,fear
data/train\fear\aug_0_2404.jpeg,fear
data/train\fear\aug_0_241.jpeg,fear
data/train\fear\aug_0_2413.jpeg,fear
data/train\fear\aug_0_2414.jpeg,fear
data/train\fear\aug_0_2422.jpeg,fear
data/train\fear\aug_0_2425.jpeg,fear
data/train\fear\aug_0_2426.jpeg,fear
data/train\fear\aug_0_2428.jpeg,fear
data/train\fear\aug_0_2430.jpeg,fear
data/train\fear\aug_0_2434.jpeg,fear
data/train\fear\aug_0_2436.jpeg,fear
data/train\fear\aug_0_2440.jpeg,fear
data/train\fear\aug_0_2441.jpeg,fear
data/train\fear\aug_0_2444.jpeg,fear
data/train\fear\aug_0_2450.jpeg,fear
data/train\fear\aug_0_2457.jpeg,fear
data/train\fear\aug_0_2460.jpeg,fear
data/train\fear\aug_0_2461.jpeg,fear
data/train\fear\aug_0_2463.jpeg,fear
data/train\fear\aug_0_2470.jpeg,fear
data/train\fear\aug_0_2472.jpeg,fear
data/train\fear\aug_0_2479.jpeg,fear
data/train\fear\aug_0_2480.jpeg,fear
data/train\fear\aug_0_2481.jpeg,fear
data/train\fear\aug_0_2482.jpeg,fear
data/train\fear\aug_0_2483.jpeg,fear
data/train\fear\aug_0_2494.jpeg,fear
data/train\fear\aug_0_2497.jpeg,fear
data/train\fear\aug_0_2502.jpeg,fear
data/train\fear\aug_0_2504.jpeg,fear
data/train\fear\aug_0_251.jpeg,fear
data/train\fear\aug_0_2516.jpeg,fear
data/train\fear\aug_0_2519.jpeg,fear
data/train\fear\aug_0_2520.jpeg,fear
data/train\fear\aug_0_2524.jpeg,fear
data/train\fear\aug_0_2527.jpeg,fear
data/train\fear\aug_0_2528.jpeg,fear
data/train\fear\aug_0_2530.jpeg,fear
data/train\fear\aug_0_2532.jpeg,fear
data/train\fear\aug_0_2533.jpeg,fear
data/train\fear\aug_0_2543.jpeg,fear
data/train\fear\aug_0_2544.jpeg,fear
data/train\fear\aug_0_2549.jpeg,fear
data/train\fear\aug_0_2550.jpeg,fear
data/train\fear\aug_0_2551.jpeg,fear
data/train\fear\aug_0_2553.jpeg,fear
data/train\fear\aug_0_2554.jpeg,fear
data/train\fear\aug_0_2555.jpeg,fear
data/train\fear\aug_0_2568.jpeg,fear
data/train\fear\aug_0_2569.jpeg,fear
data/train\fear\aug_0_2572.jpeg,fear
data/train\fear\aug_0_2580.jpeg,fear
data/train\fear\aug_0_2583.jpeg,fear
data/train\fear\aug_0_2584.jpeg,fear
data/train\fear\aug_0_2586.jpeg,fear
data/train\fear\aug_0_2589.jpeg,fear
data/train\fear\aug_0_26.jpeg,fear
data/train\fear\aug_0_2603.jpeg,fear
data/train\fear\aug_0_2606.jpeg,fear
data/train\fear\aug_0_2613.jpeg,fear
data/train\fear\aug_0_2619.jpeg,fear
data/train\fear\aug_0_262.jpeg,fear
data/train\fear\aug_0_2620.jpeg,fear
data/train\fear\aug_0_263.jpeg,fear
data/train\fear\aug_0_2630.jpeg,fear
data/train\fear\aug_0_2632.jpeg,fear
data/train\fear\aug_0_2637.jpeg,fear
data/train\fear\aug_0_2639.jpeg,fear
data/train\fear\aug_0_2643.jpeg,fear
data/train\fear\aug_0_2645.jpeg,fear
data/train\fear\aug_0_265.jpeg,fear
data/train\fear\aug_0_2650.jpeg,fear
data/train\fear\aug_0_2653.jpeg,fear
data/train\fear\aug_0_2655.jpeg,fear
data/train\fear\aug_0_2657.jpeg,fear
data/train\fear\aug_0_2663.jpeg,fear
data/train\fear\aug_0_2669.jpeg,fear
data/train\fear\aug_0_2678.jpeg,fear
data/train\fear\aug_0_2680.jpeg,fear
data/train\fear\aug_0_2681.jpeg,fear
data/train\fear\aug_0_2683.jpeg,fear
data/train\fear\aug_0_2685.jpeg,fear
data/train\fear\aug_0_2690.jpeg,fear
data/train\fear\aug_0_2693.jpeg,fear
data/train\fear\aug_0_2696.jpeg,fear
data/train\fear\aug_0_2697.jpeg,fear
data/train\fear\aug_0_270.jpeg,fear
data/train\fear\aug_0_2700.jpeg,fear
data/train\fear\aug_0_2702.jpeg,fear
data/train\fear\aug_0_2708.jpeg,fear
data/train\fear\aug_0_2709.jpeg,fear
data/train\fear\aug_0_271.jpeg,fear
data/train\fear\aug_0_2715.jpeg,fear
data/train\fear\aug_0_2716.jpeg,fear
data/train\fear\aug_0_2721.jpeg,fear
data/train\fear\aug_0_2727.jpeg,fear
data/train\fear\aug_0_2732.jpeg,fear
data/train\fear\aug_0_2735.jpeg,fear
data/train\fear\aug_0_2738.jpeg,fear
data/train\fear\aug_0_274.jpeg,fear
data/train\fear\aug_0_2746.jpeg,fear
data/train\fear\aug_0_2747.jpeg,fear
data/train\fear\aug_0_2749.jpeg,fear
data/train\fear\aug_0_2758.jpeg,fear
data/train\fear\aug_0_2761.jpeg,fear
data/train\fear\aug_0_2765.jpeg,fear
data/train\fear\aug_0_2768.jpeg,fear
data/train\fear\aug_0_2774.jpeg,fear
data/train\fear\aug_0_2780.jpeg,fear
data/train\fear\aug_0_2787.jpeg,fear
